Div,AE,Cust Code,Customer,Buyer,Style,Style Description,SKU No.,Metal Kt,Inception Dt.,OM 1/1/24,Shipped_Qty,Returned_Qty,Net_Sales_2024,Net_Sales_2025_YTD,Open_Memo_Qty,Open_Memo_Amt,Sell_Through_Pct,Expected_Sales_6mo,Excess,RA_Issued,Performance_Category
AJ,Darshan Samani,Z005,PEOPLES JEWELERS-CANADA,Christie Byrd,P4089410KTT-C24,1/10TH 10KTT DIAMOND ANCHOR PENDANT,20597618,10K,11/27/2024,0,15,0,0,1,14,1604.82,17.14,1,13.0,,Slow Mover
AJ,Darshan Samani,Z005,PEOPLES JEWELERS-CANADA,Christie Byrd,R10871SS-C24,M/M - 1/5 CTW STAR FASHION RING KT,20597590,SS,11/27/2024,0,15,0,0,1,14,921.76,17.14,1,13.0,ZCM03132025,Slow Mover
AJ,Darshan Samani,JA007,STERLING INC. JARED VAULT,Grace Coy,R1390410KYBLK-28,1/4 CTTW BLK&WHT ANNIVARSARY G BAND GC,790305306,10K,10/28/2024,0,25,0,1,1,23,10141.16,16.98,2,21.0,,Slow Mover
AJ,Darshan Samani,LS003,SHERWOOD MANAGEMENT,Sherwood,B3412SSYV-82,1/4 CTW ALTERNET LINK GENTS BRACELET,103-12189,SS,3/15/2024,0,25,0,3,0,22,5019.96,10.98,1,21.0,,Slow Mover
AJ,Darshan Samani,S019,STERLING INC. KAY,Kadee McGinnis ,N201614KW-20,4 1/2 CTW MQ & RND NECKLACE KL,834910705,14K,9/11/2024,0,13,3,1,0,9,30378.69,16.67,1,8.0,,Review
AJ,Darshan Samani,B003,BEN BRIDGE CORPORATION,Laura Barringer,P430514KW-42,1 CTW BUTTERCUP CROSS PENDANT,12264750,14K,1/1/2024,9,5,0,1,2,11,10450.0,16.54,1,10.0,,Slow Mover
AJ,Darshan Samani,B003,BEN BRIDGE CORPORATION,Laura Barringer,P444314KW-42,1 CTW BUTTERCUP HEART PENDANT,12264743,14K,1/1/2024,9,5,0,3,0,11,10450.0,16.54,1,10.0,,Slow Mover
AJ,Darshan Samani,Z005,PEOPLES JEWELERS-CANADA,Misty Thrash,BG218110KWEM-24,1/5 CTW LTWT CAST 1 ROW EMR&DIA BNG MT,20589705,10K,8/30/2024,0,30,0,2,1,27,15954.57,15.8,2,25.0,,Slow Mover
AJ,Darshan Samani,Z005,PEOPLES JEWELERS-CANADA,Misty Thrash,E458710KWRB-24,1 1/2 CTW LTWT CAST 2 ROW EARRING MT,20584084,10K,6/13/2024,0,30,0,2,2,26,10581.22,15.75,2,24.0,,Slow Mover
AJ,Darshan Samani,B003,BEN BRIDGE CORPORATION,Laura Barringer,E336814KW-BB,1/2 CTW DIAMOND HEART EARRINGS LB,12189262,14K,1/1/2024,21,0,1,4,0,16,10390.0,15.43,2,14.0,,Dead Weight
AJ,Darshan Samani,B003,BEN BRIDGE CORPORATION,Laura Barringer,N62814KW-BB,4 CTW 1 ROW RD V NECKLACE,11808052,14K,1/1/2024,2,3,0,1,0,4,14200.0,15.43,0,4.0,,Review
AJ,Darshan Samani,B003,BEN BRIDGE CORPORATION,Laura Barringer,P444514KWBLK-42,1 1/2 CTW BLK  DOG TAG MENS PENDANT,12264792,14K,1/1/2024,9,4,3,2,0,8,8185.0,15.43,1,7.0,,Review
AJ,Darshan Samani,B003,BEN BRIDGE CORPORATION,Laura Barringer,R1191714KY-BB,1/5 CTW JOURNEY RING,12137584,14K,1/1/2024,3,2,0,1,0,4,1280.0,15.43,0,4.0,,Review
AJ,Darshan Samani,B003,BEN BRIDGE CORPORATION,Laura Barringer,R1375814KW-42,2 1/2 CTW MULTI ROW JOURNEY RING LB,12202982,14K,1/1/2024,5,0,0,1,0,4,7200.0,15.43,0,4.0,,Dead Weight
AJ,Darshan Samani,LS003,SHERWOOD MANAGEMENT,Sherwood,P329310KY-C82,1 CT TIGER ENAMEL MEDALLION MENS PEND AM,189-38290,10K,1/1/2024,20,0,0,3,1,16,10080.0,15.43,2,14.0,,Slow Mover
AJ,Darshan Samani,LS003,SHERWOOD MANAGEMENT,Sherwood,P330710KY-C82,1/2 CTW YELLOW FASHION PENDANT,189-38639,10K,1/1/2024,10,0,0,2,0,8,1760.0,15.43,1,7.0,,Dead Weight
AJ,Darshan Samani,LS003,SHERWOOD MANAGEMENT,Sherwood,R1314610KW-C82,1/5 CTTW KEYHOLE RING,189-38555,10K,1/1/2024,25,0,0,4,1,20,3200.0,15.43,2,18.0,,Slow Mover
AJ,Darshan Samani,Z000,ZALE CORPORATION,Amy McLain,R1368810KY-23,1 CTTW MULTI ROW RECTANGLE GENTS RING AM,20485405,10K,1/1/2024,13,0,8,2,-1,4,2491.52,15.43,0,4.0,ZAM06272023,Review
NL,Darshan Samani,Z005,PEOPLES JEWELERS-CANADA,Christie Byrd,LE474414KW-24,1 1/2 CTW LCD 5 STONE PEAR EARRI GSI CB,20582928,14K,4/15/2024,0,13,0,0,2,11,4653.66,15.26,1,10.0,ZCDF04032025,Slow Mover
AJ,Darshan Samani,LS003,SHERWOOD MANAGEMENT,Sherwood,N1055SSBKBLK-82,10 CTTW BLK STNS MENS TENNIS NECKLACE,189-36161,SS,3/15/2024,0,5,0,0,0,5,5345.15,0.0,0,5.0,,Review
NL,Darshan Samani,J054,STERLING JARED VAULT,Courtney Francis,LP104114KW-28,1/2 CTTW LCD CUSH SHP CLUSTER PDT CF,723526101,14K,11/7/2024,0,30,0,2,0,28,7829.08,15.02,2,26.0,,Slow Mover
AJ,Darshan Samani,LS003,SHERWOOD MANAGEMENT,Sherwood,B276510KTT-C82,1/6 CTTW KEY & KEYHOLE BRACELET,189-37888,10K,1/1/2024,26,0,0,3,2,21,5985.0,14.84,2,19.0,,Slow Mover
AJ,Darshan Samani,JA007,STERLING INC. JARED VAULT,Courtney Francis,P325710KWBS-C28,1  CT ENTWINED CIRCLE PENDANT,135902904,10K,11/5/2024,0,15,0,1,0,14,8462.3,14.84,1,13.0,,Slow Mover
AJ,Darshan Samani,B003,BEN BRIDGE CORPORATION,Laura Barringer,N68414KW-BB,3/4CTW DIAMOND BEZEL NECKLACE,11939899,14K,1/1/2024,20,1,0,4,0,17,21760.0,14.7,2,15.0,,Slow Mover
AJ,Darshan Samani,B003,BEN BRIDGE CORPORATION,Laura Barringer,BB015714KWII1I2-BB,14KW BRAC ALTER BOLO D3.00 I I1-I2,12022505,14K,1/1/2024,9,15,3,4,0,17,37910.0,14.7,2,15.0,,Slow Mover
AJ,Darshan Samani,LS003,SHERWOOD MANAGEMENT,Sherwood,E3556SS-C82,1/5 CTTW KEY & KEYHOLE EARRINGS CB,189-38043,SS,1/1/2024,22,0,1,4,0,17,1360.0,14.7,2,15.0,,Dead Weight
AJ,Darshan Samani,Z005,PEOPLES JEWELERS-CANADA,Christie Byrd,B288210KW-24,1 1/2 CTTW CUSH CLUSTER BOLO BRACELET CB,20569161,10K,1/1/2024,79,0,0,15,0,64,53943.68,14.65,6,58.0,ZCDF04032025,Dead Weight
AJ,Darshan Samani,Z005,PEOPLES JEWELERS-CANADA,Christie Byrd,R1508910KW-24,3/4 CTW 3 ROW MULTI RND CLUSTER RING CB,20582093,10K,4/6/2024,0,20,0,2,1,17,8120.73,14.52,1,16.0,,Slow Mover
AJ,Darshan Samani,S093,STERLING INC. KAY OUTLET,Shunte Dupree,B346410KYBLK-22,5 CTW BLACK DIA LINK GENTS BARCELET SD,802725705,10K,9/19/2024,0,12,0,1,0,11,14264.58,14.42,1,10.0,STO03212025,Slow Mover
AJ,Darshan Samani,Z005,PEOPLES JEWELERS-CANADA,Misty Thrash,E465314KY-24,AB 1/2 CTW PRINCESS SQR MENS EARR GSI MT,20573226,14K,1/1/2024,27,0,0,4,1,22,11247.06,14.29,2,20.0,ZCMF04032025,Slow Mover
AJ,Darshan Samani,LS003,SHERWOOD MANAGEMENT,Sherwood,E249710KW-C82,1 CTW PEAR DANGLING FASHION EARRINGS CB,189-37920,10K,1/1/2024,25,0,0,5,0,20,13000.0,15.43,2,18.0,,Dead Weight
AJ,Darshan Samani,B003,BEN BRIDGE CORPORATION,Laura Barringer,R1502814KW-42,1 CTW V SHP GRADUATING RING,12264800,14K,1/1/2024,11,0,0,1,1,9,6975.0,14.03,1,8.0,,Review
AJ,Darshan Samani,LS003,SHERWOOD MANAGEMENT,Sherwood,P344410KY-C82,1/3 CTTW KEY & KEYHOLE PENDANT CB,189-38332,10K,1/1/2024,22,0,0,4,0,18,4050.0,14.03,2,16.0,,Dead Weight
AJ,Darshan Samani,LS003,SHERWOOD MANAGEMENT,Sherwood,P3446SS-C82,1/5 CTTW KEY & KEYHOLE PENDANT CB,189-38340,SS,1/1/2024,22,0,0,3,1,18,1350.0,14.03,2,16.0,,Slow Mover
AJ,Darshan Samani,LS003,SHERWOOD MANAGEMENT,Sherwood,MX1124SS-C82,1/2 CTTW HEART EAR & PEND SET,113-00399,SS,1/4/2024,0,75,2,10,3,60,7200.0,13.83,5,55.0,,Slow Mover
AJ,Darshan Samani,Z005,PEOPLES JEWELERS-CANADA,Christie Byrd,BG216210KY-24,1 CTW STRAIGHT FLEX BANGLE CB,20583014,10K,4/6/2024,0,15,0,2,0,13,10442.9,12.91,1,12.0,ZCDF04032025,Slow Mover
AJ,Darshan Samani,B003,BEN BRIDGE CORPORATION,Laura Barringer,E451214KW-42,3/4 CTW CURVE EARRING,12264701,14K,1/1/2024,6,0,0,1,0,5,2950.0,12.86,0,5.0,,Dead Weight
AJ,Darshan Samani,B003,BEN BRIDGE CORPORATION,Laura Barringer,R1433814KW-42,3 CTW MULTI ROW FASHION RING,12255295,14K,1/1/2024,12,0,0,2,0,10,23000.0,12.86,1,9.0,,Dead Weight
AJ,Darshan Samani,LS003,SHERWOOD MANAGEMENT,Sherwood,B254110KW-C82,1CTW BOLO BRACELET CB,189-37839,10K,1/1/2024,24,0,0,3,1,20,12500.0,12.86,2,18.0,,Slow Mover
AJ,Darshan Samani,LS003,SHERWOOD MANAGEMENT,Sherwood,E239410KW-C82,1 CTW LRG HOOP EARRINGS IR,189-38100,10K,1/1/2024,6,0,0,0,1,5,2550.0,12.86,0,5.0,,Review
AJ,Darshan Samani,LS003,SHERWOOD MANAGEMENT,Sherwood,E352510KW-C82,MM - 1/4 CTW BG/RD MQ SHP CLUSTER EAR JP,189-38019,10K,1/1/2024,6,0,0,1,0,5,1100.0,12.86,0,5.0,,Dead Weight
AJ,Darshan Samani,LS003,SHERWOOD MANAGEMENT,Sherwood,E356010KW-C82,1/5 CTTW KEY & KEYHOLE EARRINGS CB,189-38068,10K,1/1/2024,24,0,0,2,2,20,3400.0,12.86,2,18.0,,Slow Mover
AJ,Darshan Samani,B003,BEN BRIDGE CORPORATION,Laura Barringer,E323814KY-BB,1/4 CTW BUTTERCUP EARRINGS,12189304,14K,1/1/2024,7,13,1,2,1,16,4560.0,12.18,1,15.0,,Slow Mover
AJ,Darshan Samani,Z005,PEOPLES JEWELERS-CANADA,Christie Byrd,B3159SSYV-24,1/2 CTW DIA & GOLD MULTI FAX MRQ BRAC CB,20595233,SS,10/24/2024,0,35,0,2,0,33,7359.0,11.85,2,31.0,,Slow Mover
NL,Darshan Samani,Z005,PEOPLES JEWELERS-CANADA,Christie Byrd,LE480410KW-24,3 CTW LCD 5 STN MRQ JOURNEY EARR GSI CB,20593241,10K,9/23/2024,0,15,0,0,1,14,11592.98,11.76,1,13.0,,Slow Mover
AJ,Darshan Samani,LS003,SHERWOOD MANAGEMENT,Sherwood,P335510KW-C82,3/4 CTTW PC/RND/TP CUSHION SHP PENDAN DK,189-38308,10K,1/1/2024,20,0,0,3,0,17,5950.0,11.58,1,16.0,,Dead Weight
AJ,Darshan Samani,LS003,SHERWOOD MANAGEMENT,Sherwood,N117110KY-C82,1/3 CTTW CIRCLE BAZEL NECKLACE DK,189-38217,10K,1/1/2024,35,0,1,4,1,29,5800.0,11.35,2,27.0,,Slow Mover
AJ,Darshan Samani,B003,BEN BRIDGE CORPORATION,Laura Barringer,E225514KW-BB,1CTTW DIAMOND BEZEL STUD EARRING,11939931,14K,1/1/2024,21,0,0,2,1,18,22050.0,11.02,1,17.0,,Slow Mover
AJ,Darshan Samani,B003,BEN BRIDGE CORPORATION,Laura Barringer,E344214KW-BB,1 CTTW RUNWAY EARRINGS,12189270,14K,1/1/2024,7,0,0,1,0,6,6180.0,11.02,0,6.0,,Dead Weight
AJ,Darshan Samani,LS003,SHERWOOD MANAGEMENT,Sherwood,E356110KW-C82,1/5 CTTW KEY & KEYHOLE EARRINGS CB,189-38076,10K,1/1/2024,21,0,0,3,0,18,2700.0,11.02,1,17.0,,Dead Weight
AJ,Darshan Samani,LS003,SHERWOOD MANAGEMENT,Sherwood,P316010KW-C82,3/4 CTW RND/TP FASHION PENDANT DK,189-38266,10K,1/1/2024,14,0,0,2,0,12,3840.0,11.02,1,11.0,,Dead Weight
AJ,Darshan Samani,LS003,SHERWOOD MANAGEMENT,Sherwood,P343810KW-C82,1/3 CTTW DIA GRAD PEAR PENDANT LP,189-38324,10K,1/1/2024,7,0,0,1,0,6,930.0,11.02,0,6.0,,Dead Weight
AJ,Darshan Samani,Z005,PEOPLES JEWELERS-CANADA,Misty Thrash,E463214KY-24,AB 2 CTW SOL PLUS MENS STUD EAR GSI MT,20573227,14K,1/1/2024,29,0,1,3,1,24,38198.64,11.02,2,22.0,ZCMF04032025,Slow Mover
NL,Darshan Samani,Z005,PEOPLES JEWELERS-CANADA,Misty Thrash,LE421910KY-24,3 1/2 CTW 1 1/2 CT EMR  MENS EAR GSI  MT,20573157,10K,1/1/2024,14,0,0,1,1,12,14797.56,11.02,1,11.0,ZCMF04032025,Slow Mover
AJ,Darshan Samani,S019,STERLING INC. KAY,Tatyana Grant,R981310KTT-20,2 CTW CLUSTER GENTS RG TG,818581403,10K,9/9/2024,0,30,0,1,1,28,38991.12,11.01,2,26.0,,Slow Mover
AJ,Darshan Samani,LS003,SHERWOOD MANAGEMENT,Sherwood,P314510KWBLKC82,1/3 CTW SOL PLUS BLK & WHT PENDANT,189-38613,10K,1/1/2024,50,0,0,7,0,43,6450.0,10.8,3,40.0,,Dead Weight
AJ,Darshan Samani,B003,BEN BRIDGE CORPORATION,Laura Barringer,B272114KW-42,10 CTTW STRAIGHT LINE GENTS BRACELET,60012759,14K,7/23/2024,0,13,0,1,0,12,98400.0,10.44,1,11.0,,Slow Mover
AJ,Darshan Samani,LS003,SHERWOOD MANAGEMENT,Sherwood,E349710KWBS-C82,1 1/2 CTTW RUNWAY EARRINGS,189-36070,10K,1/4/2024,0,15,0,2,0,13,11050.0,10.35,1,12.0,,Slow Mover
AJ,Darshan Samani,LS003,SHERWOOD MANAGEMENT,Sherwood,E3554SS-C82,1/6 CTTW KEY & KEYHOLE EARRINGS CB,189-38035,SS,1/1/2024,23,0,0,2,1,20,1300.0,10.07,1,19.0,,Slow Mover
AJ,Darshan Samani,B003,BEN BRIDGE CORPORATION,Laura Barringer,BG223814KY-42,1/5 CTW 2 STN PAER CUFF BANGLE LB,60011502,14K,6/19/2024,0,12,0,1,0,11,4950.0,10.04,1,10.0,,Slow Mover
AJ,Darshan Samani,Z005,PEOPLES JEWELERS-CANADA,Misty Thrash,E341210KW-24,3/4 CTTW TRIANGULAR EARRINGS MT,20582697,10K,4/18/2024,0,30,0,3,0,27,12179.7,10.0,1,26.0,,Slow Mover
AJ,Darshan Samani,B003,BEN BRIDGE CORPORATION,Laura Barringer,P346914KW-BB,1/2 CTTW SLANTED HEART PENDANT,12189296,14K,1/1/2024,8,0,0,1,0,7,5425.0,9.65,0,7.0,,Dead Weight
AJ,Darshan Samani,LS003,SHERWOOD MANAGEMENT,Sherwood,B2606SSBLK-C82,1/3 CTW MENS BRACELET,189-37847,SS,1/1/2024,24,0,0,2,1,21,2520.0,9.65,1,20.0,,Slow Mover
AJ,Darshan Samani,LS003,SHERWOOD MANAGEMENT,Sherwood,P340010KWBS-C82,3/4 CTTW RUNWAY PENDANT,189-36138,10K,1/4/2024,0,17,0,2,0,15,7500.0,9.14,1,14.0,,Slow Mover
AJ,Darshan Samani,LS003,SHERWOOD MANAGEMENT,Sherwood,E344110KWBS-C82,1 CTTW RUNWAY EARRINGS,189-36096,10K,1/4/2024,0,21,3,2,0,16,8800.0,8.63,1,15.0,,Slow Mover
AJ,Darshan Samani,JA007,STERLING INC. JARED VAULT,Grace Coy,R1284214KP-28,3/4 CTTW 1/2 CTW EMRALD CTR BRIDAL RG GC,135862009,14K,10/25/2024,0,25,0,1,0,24,22347.6,8.34,1,23.0,,Slow Mover
AJ,Darshan Samani,JA007,STERLING INC. JARED VAULT,Grace Coy,R932910KTT-28,1/5 CTW DBL ROW FAUX STACKABLE GC,360713301,10K,10/17/2024,0,25,0,1,0,24,6731.76,7.98,1,23.0,,Slow Mover
AJ,Darshan Samani,Z005,PEOPLES JEWELERS-CANADA,Christie Byrd,EE092710KY-24,.33CTW CLUSTER HALO DIA EARS  HALO CB,20582075,10K,4/12/2024,0,25,0,1,1,23,6615.72,7.87,1,22.0,ZCDF04032025,Slow Mover
NL,Darshan Samani,J054,STERLING JARED VAULT,Courtney Francis,LP331514KW-28,3/4 CTW LCD TENSI SET CLUSTER PEN GSI CF,723526202,14K,11/7/2024,0,30,1,1,0,28,9440.76,7.77,1,27.0,,Slow Mover
AJ,Darshan Samani,LS003,SHERWOOD MANAGEMENT,Sherwood,E315214KBKBLK-C82,1/3 CTW BLK TRINGLE MENS EARRINGS,189-36062,14K,1/4/2024,0,30,0,3,0,27,3780.0,7.77,1,26.0,,Slow Mover
AJ,Darshan Samani,LS003,SHERWOOD MANAGEMENT,Sherwood,P3092SSBLK-C82,1 CTW BLACK & WHITE MENS PENDANT,189-36104,SS,1/4/2024,0,40,0,1,3,36,5760.0,7.77,2,34.0,,Slow Mover
AJ,Darshan Samani,B003,BEN BRIDGE CORPORATION,Laura Barringer,B301214KW-42,1 CTTW BG & RND BRACELET,12255188,14K,1/1/2024,10,0,0,1,0,9,9225.0,7.72,0,9.0,,Dead Weight
AJ,Darshan Samani,B003,BEN BRIDGE CORPORATION,Laura Barringer,R1410314KW-42,2 CTTW 4 ROW CROSS OVER ANNIVERSARY BAND,12255287,14K,1/1/2024,9,3,2,0,1,9,15750.0,7.72,0,9.0,,Review
AJ,Darshan Samani,LS003,SHERWOOD MANAGEMENT,Sherwood,N1159SS-C82,1/10 CTTW KEY & KEYHOLE NECKLACE CB,189-38191,SS,1/1/2024,20,0,0,1,1,18,990.0,7.72,1,17.0,,Slow Mover
NL,Darshan Samani,J054,STERLING JARED VAULT,Courtney Francis,LR1301614KW-28,2 1/2 LCD CTTW 5 ROW FASHION BAND GSI CF,190429100,14K,11/11/2024,0,30,0,0,1,29,27311.62,7.7,1,28.0,,Slow Mover
NL,Darshan Samani,Z005,PEOPLES JEWELERS-CANADA,Christie Byrd,LN1461SSYV-24,1 CTW LCD BUTTERCUP ETERNITY NECK GSI CB,20593247,SS,9/27/2024,0,25,0,1,0,24,5034.24,7.19,1,23.0,,Slow Mover
AJ,Darshan Samani,Z005,PEOPLES JEWELERS-CANADA,Misty Thrash,E315510KY-24,1/4 CTW SQUERE MANS EARRINGS MT,20584030,10K,4/12/2024,0,30,2,1,1,26,5899.14,7.03,1,25.0,ZCMF04032025,Slow Mover
AJ,Darshan Samani,B003,BEN BRIDGE CORPORATION,Laura Barringer,N109614KWBLK-42,1/2 CTTW BLK DIA ANCHOR MENS NECKLACE,12264776,14K,1/1/2024,11,0,0,1,0,10,5200.0,7.02,0,10.0,,Dead Weight
AJ,Darshan Samani,LS003,SHERWOOD MANAGEMENT,Sherwood,R1314210KW-C82,1/5 CTTW KEY & KEYHOLE RING,189-38548,10K,1/1/2024,24,0,1,1,1,21,3465.0,6.71,1,20.0,,Slow Mover
AJ,Darshan Samani,Z005,PEOPLES JEWELERS-CANADA,Misty Thrash,E463614KY-24,AB 2 CTW PRN & RND SQR MENS EAR GSI MT,20573229,14K,1/1/2024,5,10,3,0,1,11,20754.82,6.43,0,11.0,ZCMF04032025,Slow Mover
AJ,Darshan Samani,LS003,SHERWOOD MANAGEMENT,Sherwood,R1314910KW-C82,1/5 CTTW KEYHOLE RING,189-38571,10K,1/1/2024,25,0,0,1,1,23,4025.0,6.17,1,22.0,,Slow Mover
AJ,Darshan Samani,LS003,SHERWOOD MANAGEMENT,Sherwood,E355710KW-C82,1/4 CTTW KEY & KEYHOLE EARRINGS CB,189-38050,10K,1/1/2024,26,0,0,1,1,24,5400.0,5.94,1,23.0,,Slow Mover
AJ,Darshan Samani,LS003,SHERWOOD MANAGEMENT,Sherwood,R1313210KW-C82,1 CTTW FLOWER CLUSTER RING,189-38688,10K,1/1/2024,27,0,0,2,0,25,13875.0,5.72,1,24.0,,Dead Weight
AJ,Darshan Samani,S019,STERLING INC. KAY,Tatyana Grant,P348210KTTR-20,1/4 CTTW MENS CROSS PENDANT TG,834894406,10K,9/9/2024,0,125,1,1,3,120,85368.0,5.33,3,117.0,,Slow Mover
AJ,Darshan Samani,Z005,PEOPLES JEWELERS-CANADA,Christie Byrd,P4007SSYV-24,1/2 CTW FLOWER CLUSTER PENDANT CB,20592471,SS,9/20/2024,0,70,35,0,1,34,8165.78,4.97,1,33.0,,Slow Mover
AJ,Darshan Samani,Z005,PEOPLES JEWELERS-CANADA,Misty Thrash,BG218110KWRB-24,1/5 CTW LTWT CAST 1 ROW RUBY&DIA BNG MT,20585671,10K,6/13/2024,0,29,0,0,1,28,16342.76,4.07,1,27.0,,Slow Mover
AJ,Darshan Samani,B003,BEN BRIDGE CORPORATION,Laura Barringer,E321114KW-BB,1 CTW PEAR/RD EARRINGS,12137386,14K,1/1/2024,18,2,1,1,0,18,12150.0,4.06,0,18.0,,Slow Mover
AJ,Darshan Samani,LS003,SHERWOOD MANAGEMENT,Sherwood,E344010KWBS-C82,1 CTTW OVAL RUNWAY EARRINGS,189-36088,10K,1/4/2024,0,23,3,1,0,19,12540.0,3.88,0,19.0,,Slow Mover
AJ,Darshan Samani,LS003,SHERWOOD MANAGEMENT,Sherwood,N116610KTT-C82,1/4 CTTW KEY & KEYHOLE NECKLACE CB,189-38209,10K,1/1/2024,25,0,0,0,1,24,5640.0,3.09,0,24.0,,Slow Mover
AJ,Darshan Samani,LS003,SHERWOOD MANAGEMENT,Sherwood,R1314810KW-C82,1/3 CTTW KEYHOLE RING,189-38563,10K,1/1/2024,26,0,0,1,0,25,5625.0,2.97,0,25.0,,Dead Weight
AJ,Darshan Samani,LS003,SHERWOOD MANAGEMENT,Sherwood,E393510KW-C82,1/2 CTTW HEART CLUSTER EARRING,189-36054,10K,1/4/2024,0,35,1,1,0,33,10890.0,2.28,0,33.0,,Slow Mover
AJ,Darshan Samani,B003,BEN BRIDGE CORPORATION,Laura Barringer,BG224414KW-42,2 CTW STRAIGHT FLEX BANGLE,60011507,14K,6/19/2024,0,6,0,0,0,6,11700.0,0.0,0,6.0,,Review
AJ,Darshan Samani,B003,BEN BRIDGE CORPORATION,Laura Barringer,B261218KW-42,11 CTW EC/RD VERTICAL TENNIS BRACELET,60119523,18K,8/27/2024,0,3,0,0,0,3,23366.64,0.0,0,3.0,,Review
AJ,Darshan Samani,B003,BEN BRIDGE CORPORATION,Laura Barringer,B275814KW-42,10 CTTW OVER LAPP CUSH HALO BRACELET LB,12202917,14K,1/1/2024,2,3,3,0,0,2,12917.0,0.0,0,2.0,,Review
AJ,Darshan Samani,B003,BEN BRIDGE CORPORATION,Laura Barringer,B280714KY-42,1/2 CTTW ALTERNATE PAPER CLIP BRACELET,60119525,14K,8/27/2024,0,2,0,0,0,2,1710.72,0.0,0,2.0,,Review
AJ,Darshan Samani,B003,BEN BRIDGE CORPORATION,Laura Barringer,R822214KY-42,1 CTW MULTI LINK INTERTWINED BAND,60119582,14K,8/27/2024,0,3,1,0,0,2,2508.38,0.0,0,2.0,,Review
AJ,Darshan Samani,B003,BEN BRIDGE CORPORATION,Laura Barringer,E225114KWII1I2-BB,14KW EAR RD/BAG HOOP D.50 I I1-I2,12022562,14K,1/1/2024,11,5,3,2,0,11,6570.0,11.87,1,10.0,,Slow Mover
AJ,Darshan Samani,B003,BEN BRIDGE CORPORATION,Laura Barringer,E350214KW-42,1 1/4 CTTW PEAR/MQ/BG/RD HEART EARRINGS,60119533,14K,8/27/2024,0,6,2,0,0,4,3852.88,0.0,0,4.0,,Review
AJ,Darshan Samani,B003,BEN BRIDGE CORPORATION,Laura Barringer,E356514KW-42,3 CTTW 3 ROW HOOP EARRIGS,60119534,14K,8/27/2024,0,6,1,0,0,5,13048.45,0.0,0,5.0,,Review
AJ,Darshan Samani,B003,BEN BRIDGE CORPORATION,Laura Barringer,R1293314KW-42,1 1/2 CTTW 3 STONE GENTS RING,60119574,14K,8/27/2024,0,3,0,0,0,3,6241.47,0.0,0,3.0,,Review
AJ,Darshan Samani,B003,BEN BRIDGE CORPORATION,Laura Barringer,N1677PLT-42,1 1/2 CTW  THREE STONE PREMIER NECKLACE,60119554,PLT,8/27/2024,0,2,0,0,0,2,7354.9,0.0,0,2.0,,Review
AJ,Darshan Samani,B003,BEN BRIDGE CORPORATION,Laura Barringer,N198714KW-42,8 CTW MENS ENTERNITY TENNIS NECKLACE LB,60012761,14K,7/23/2024,0,3,0,0,0,3,18750.0,0.0,0,3.0,,Review
AJ,Darshan Samani,B003,BEN BRIDGE CORPORATION,Laura Barringer,N198814KW-42,10 CTW MENS ENTERNITY TENNIS NECKLACE LB,60012762,14K,7/23/2024,0,3,0,0,0,3,22500.0,0.0,0,3.0,,Review
AJ,Darshan Samani,B003,BEN BRIDGE CORPORATION,Laura Barringer,N86614KW-BB,4 CTW NECKLACE,12139622,14K,1/1/2024,2,7,2,1,0,6,18750.0,11.02,0,6.0,,Review
AJ,Darshan Samani,B003,BEN BRIDGE CORPORATION,Laura Barringer,P313514KW-BB,1 CTW CROSS PENDANT,12137618,14K,1/1/2024,3,0,0,0,0,3,2475.0,0.0,0,3.0,,Dead Weight
AJ,Darshan Samani,B003,BEN BRIDGE CORPORATION,Laura Barringer,R1083814KW9-42,2 CTW SCATTERED DIA FASH BAND,60119567,14K,8/27/2024,0,5,0,0,0,5,7206.3,0.0,0,5.0,,Review
AJ,Darshan Samani,B003,BEN BRIDGE CORPORATION,Laura Barringer,R1382814KY-42,1 CTTW CROSS OVER FASHION RING LB,12202966,14K,1/1/2024,4,0,0,0,0,4,3200.0,0.0,0,4.0,,Dead Weight
AJ,Darshan Samani,B003,BEN BRIDGE CORPORATION,Laura Barringer,BB012914KW-42,4.0CTW ROUND ILLUS PLATE BOLODRAW STRING,60119530,14K,8/27/2024,0,3,0,0,0,3,8712.12,0.0,0,3.0,,Review
AJ,Darshan Samani,JA007,STERLING INC. JARED VAULT,Grace Coy,R774210KW-28,3/4 CTW 3 STN+ HALOS 1/3RD CTR W MIL GC,112155407,10K,11/8/2024,0,25,0,0,0,25,17131.25,0.0,0,25.0,,Slow Mover
AJ,Darshan Samani,JA007,STERLING INC. JARED VAULT,Grace Coy,R1539810KW-28,2 CTW 7 STONE GENTS BAND GC,261437103,10K,11/4/2024,0,25,1,0,0,24,43986.48,0.0,0,24.0,,Slow Mover
AJ,Darshan Samani,LS003,SHERWOOD MANAGEMENT,Sherwood,E338310KY-C82,1/2 CTTW YELLOW FASHION EARRINGS IR,189-37987,10K,1/1/2024,9,0,1,0,0,8,2280.0,0.0,0,8.0,,Dead Weight
AJ,Darshan Samani,LS003,SHERWOOD MANAGEMENT,Sherwood,N115710KW-C82,1/4 CTTW KEY & KEYHOLE NECKLACE CB,189-38175,10K,1/1/2024,24,0,0,0,0,24,6840.0,0.0,0,24.0,,Dead Weight
